"","iati_id","result_type","title","period_start","period_end","target","actual"
"1683","T05-EUTF-NOA-REG-09-01","EUTF indicators","Number of border stations supported to strengthen border control",2015-01-01,2025-12-31,"",""
"1684","T05-EUTF-NOA-REG-09-01","EUTF indicators","Number of staff from governmental institutions, internal security forces and relevant non-state actors trained  on security, border management, CVE, conflict prevention, protection of civilian populations and human rights",2015-01-01,2025-12-31,"",""
"1685","T05-EUTF-NOA-REG-09-01","EUTF indicators","Number of people participating in conflict prevention and peace building activities",2015-01-01,2025-12-31,"",""
"1686","T05-EUTF-NOA-REG-09-01","EUTF indicators","Number of victims of trafficking, assisted or referred to assistance services",2015-01-01,2025-12-31,"",""
"1687","T05-EUTF-NOA-REG-09-01","EUTF indicators","Number of MSMEs created or supported",2015-01-01,2025-12-31,"",""
"1688","T05-EUTF-NOA-REG-09-01","EUTF indicators","Number of people assisted to develop economic income-generating activities",2015-01-01,2025-12-31,"",""
"1689","T05-EUTF-NOA-REG-09-01","EUTF indicators","Number of people benefiting from professional trainings (TVET) and/or skills development",2015-01-01,2025-12-31,"",""
"1690","T05-EUTF-NOA-REG-09-01","EUTF indicators","Number of local development plans directly supported",2015-01-01,2025-12-31,"",""
"1691","T05-EUTF-NOA-REG-09-01","EUTF indicators","Number of people receiving basic social services",2015-01-01,2025-12-31,"35210","39766.00"
"1692","T05-EUTF-NOA-REG-09-01","EUTF indicators","Number of people receiving nutrition assistance",2015-01-01,2025-12-31,"",""
"1693","T05-EUTF-NOA-REG-09-01","EUTF indicators","Number of people receiving food-security related assistance",2015-01-01,2025-12-31,"",""
"1694","T05-EUTF-NOA-REG-09-01","EUTF indicators","Number of local governments and/or communities that adopt and implement local disaster risk reduction strategies",2015-01-01,2025-12-31,"",""
"1695","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of job placements facilitated and/or supported",2015-01-01,2025-12-31,"",""
"1696","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of industrial parks and business infrastructure created, expanded or improved",2015-01-01,2025-12-31,"",""
"1697","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Financial volume of new funding instruments for scholarships or self-employment",2015-01-01,2025-12-31,"",""
"1698","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Financial volume granted to individual recipients",2015-01-01,2025-12-31,"",""
"1699","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Hectares of land benefitting from improved agricultural management",2015-01-01,2025-12-31,"",""
"1700","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of people reached by information campaigns on resilience-building practices and basic rights",2015-01-01,2025-12-31,"",""
"1701","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of staff from local authorities and basic service providers benefitting from capacity building for strengthening services delivery",2015-01-01,2025-12-31,"",""
"1702","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of people having improved access to basic services",2015-01-01,2025-12-31,"",""
"1703","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of refugees and forcibly displaced persons receiving legal assistance to support their integration",2015-01-01,2025-12-31,"",""
"1704","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of individuals trained on migration management",2015-01-01,2025-12-31,"",""
"1705","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of early warning systems on migration flows created",2015-01-01,2025-12-31,"",""
"1706","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of people benefitting from legal migration and mobility programmes",2015-01-01,2025-12-31,"",""
"1707","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of Institutions and non-state actors benefitting from capacity building and operational support on security, border management, CVE, conflict prevention, protection of civilian populations and human rights",2015-01-01,2025-12-31,"",""
"1708","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of cross-border cooperation initiatives created / launched or supported",2015-01-01,2025-12-31,"",""
"1709","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of strategies, policies and plans developed and / or directly supported",2015-01-01,2025-12-31,"",""
"1710","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of refugees benefiting from an Out-of-Camp policy",2015-01-01,2025-12-31,"",""
"1711","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of national/regional/local networks and dialogues on migration related issues newly established or functionally enhanced",2015-01-01,2025-12-31,"",""
"1712","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of multi-stakeholders groups and learning mechanisms formed and regularly gathering",2015-01-01,2025-12-31,"",""
"1713","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of planning, monitoring, learning, data-collection and analysis tools set up, implemented and / or strengthened",2015-01-01,2025-12-31,"",""
"1714","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of field studies, surveys and other research conducted",2015-01-01,2025-12-31,"",""
"1715","T05-EUTF-NOA-REG-09-01","EUTF indicators - new","Number of social infrastructure built or rehabilitated",2015-01-01,2025-12-31,"",""
"1716","T05-EUTF-SAH-CI-03","EUTF indicators","Number of jobs created",2015-01-01,2025-12-31,"",""
"1717","T05-EUTF-SAH-CI-03","EUTF indicators","Number of projects by diaspora members",2015-01-01,2025-12-31,"",""
"1718","T05-EUTF-SAH-CI-03","EUTF indicators","Number of migrants in transit and forcibly displaced people protected or assisted",2015-01-01,2025-12-31,"",""
"1719","T05-EUTF-SAH-CI-03","EUTF indicators","Number of migrants, or potential migrants, reached out by information campaign on migration and risks linked to irregular migration",2015-01-01,2025-12-31,"",""
"1720","T05-EUTF-SAH-CI-03","EUTF indicators","Number of voluntary returns or humanitarian repatriation supported",2015-01-01,2025-12-31,"",""
"1721","T05-EUTF-SAH-CI-03","EUTF indicators","Number of returning migrants benefiting from reintegration assistance",2015-01-01,2025-12-31,"",""
"1722","T05-EUTF-SAH-CI-03","EUTF indicators","Number of Institutions (National and local) and Non-State actors directly supported through capacity building on migration management",2015-01-01,2025-12-31,"",""
"1723","T05-EUTF-SAH-CI-03","EUTF indicators","Number of border stations supported to strengthen border control",2015-01-01,2025-12-31,"",""
"1724","T05-EUTF-SAH-CI-03","EUTF indicators","Number of staff from governmental institutions, internal security forces and relevant non-state actors trained  on security, border management, CVE, conflict prevention, protection of civilian populations and human rights",2015-01-01,2025-12-31,"",""
"1725","T05-EUTF-SAH-CI-03","EUTF indicators","Number of people participating in conflict prevention and peace building activities",2015-01-01,2025-12-31,"",""
"1726","T05-EUTF-SAH-CI-03","EUTF indicators","Number of victims of trafficking, assisted or referred to assistance services",2015-01-01,2025-12-31,"",""
"1727","T05-EUTF-SAH-CI-03","EUTF indicators","Number of MSMEs created or supported",2015-01-01,2025-12-31,"",""
"1728","T05-EUTF-SAH-CI-03","EUTF indicators","Number of people assisted to develop economic income-generating activities",2015-01-01,2025-12-31,"",""
"1729","T05-EUTF-SAH-CI-03","EUTF indicators","Number of people benefiting from professional trainings (TVET) and/or skills development",2015-01-01,2025-12-31,"",""
"1730","T05-EUTF-SAH-CI-03","EUTF indicators","Number of local development plans directly supported",2015-01-01,2025-12-31,"",""
"1731","T05-EUTF-SAH-CI-03","EUTF indicators","Number of people receiving basic social services",2015-01-01,2025-12-31,"",""
"1732","T05-EUTF-SAH-CI-03","EUTF indicators","Number of people receiving nutrition assistance",2015-01-01,2025-12-31,"",""
"1733","T05-EUTF-SAH-CI-03","EUTF indicators","Number of people receiving food-security related assistance",2015-01-01,2025-12-31,"",""
"1734","T05-EUTF-SAH-CI-03","EUTF indicators","Number of local governments and/or communities that adopt and implement local disaster risk reduction strategies",2015-01-01,2025-12-31,"",""
"1735","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of job placements facilitated and/or supported",2015-01-01,2025-12-31,"",""
"1736","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of industrial parks and business infrastructure created, expanded or improved",2015-01-01,2025-12-31,"",""
"1737","T05-EUTF-SAH-CI-03","EUTF indicators - new","Financial volume of new funding instruments for scholarships or self-employment",2015-01-01,2025-12-31,"",""
"1738","T05-EUTF-SAH-CI-03","EUTF indicators - new","Financial volume granted to individual recipients",2015-01-01,2025-12-31,"",""
"1739","T05-EUTF-SAH-CI-03","EUTF indicators - new","Hectares of land benefitting from improved agricultural management",2015-01-01,2025-12-31,"",""
"1740","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of people reached by information campaigns on resilience-building practices and basic rights",2015-01-01,2025-12-31,"",""
"1741","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of staff from local authorities and basic service providers benefitting from capacity building for strengthening services delivery",2015-01-01,2025-12-31,"",""
"1742","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of people having improved access to basic services",2015-01-01,2025-12-31,"",""
"1743","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of refugees and forcibly displaced persons receiving legal assistance to support their integration",2015-01-01,2025-12-31,"",""
"1744","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of individuals trained on migration management",2015-01-01,2025-12-31,"",""
"1745","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of early warning systems on migration flows created",2015-01-01,2025-12-31,"",""
"1746","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of people benefitting from legal migration and mobility programmes",2015-01-01,2025-12-31,"",""
"1747","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of activities/events explicitly dedicated to raising awareness and sensitivity of general public regarding migration",2015-01-01,2025-12-31,"",""
"1748","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of Institutions and non-state actors benefitting from capacity building and operational support on security, border management, CVE, conflict prevention, protection of civilian populations and human rights",2015-01-01,2025-12-31,"",""
"1749","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of cross-border cooperation initiatives created / launched or supported",2015-01-01,2025-12-31,"",""
"1750","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of strategies, policies and plans developed and / or directly supported",2015-01-01,2025-12-31,"",""
"1751","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of refugees benefiting from an Out-of-Camp policy",2015-01-01,2025-12-31,"",""
"1752","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of national/regional/local networks and dialogues on migration related issues newly established or functionally enhanced",2015-01-01,2025-12-31,"",""
"1753","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of multi-stakeholders groups and learning mechanisms formed and regularly gathering",2015-01-01,2025-12-31,"",""
"1754","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of planning, monitoring, learning, data-collection and analysis tools set up, implemented and / or strengthened",2015-01-01,2025-12-31,"",""
"1755","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of field studies, surveys and other research conducted",2015-01-01,2025-12-31,"",""
"1756","T05-EUTF-SAH-CI-03","EUTF indicators - new","Number of social infrastructure built or rehabilitated",2015-01-01,2025-12-31,"",""
"1757","T05-EUTF-SAH-CI-02","EUTF indicators","Number of people assisted to develop economic income-generating activities",2015-01-01,2025-12-31,"",""
"1758","T05-EUTF-SAH-CI-02","EUTF indicators","Number of people benefiting from professional trainings (TVET) and/or skills development",2015-01-01,2025-12-31,"",""
"1759","T05-EUTF-SAH-CI-02","EUTF indicators","Number of local development plans directly supported",2015-01-01,2025-12-31,"",""
"1760","T05-EUTF-SAH-CI-02","EUTF indicators","Number of local governments and/or communities that adopt and implement local disaster risk reduction strategies",2015-01-01,2025-12-31,"",""
"1761","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of job placements facilitated and/or supported",2015-01-01,2025-12-31,"",""
"1762","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of industrial parks and business infrastructure created, expanded or improved",2015-01-01,2025-12-31,"",""
"1763","T05-EUTF-SAH-CI-02","EUTF indicators - new","Financial volume of new funding instruments for scholarships or self-employment",2015-01-01,2025-12-31,"",""
"1764","T05-EUTF-SAH-CI-02","EUTF indicators - new","Financial volume granted to individual recipients",2015-01-01,2025-12-31,"",""
"1765","T05-EUTF-SAH-CI-02","EUTF indicators - new","Hectares of land benefitting from improved agricultural management",2015-01-01,2025-12-31,"",""
"1766","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of people reached by information campaigns on resilience-building practices and basic rights",2015-01-01,2025-12-31,"",""
"1767","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of staff from local authorities and basic service providers benefitting from capacity building for strengthening services delivery",2015-01-01,2025-12-31,"",""
"1768","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of people having improved access to basic services",2015-01-01,2025-12-31,"",""
"1769","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of refugees and forcibly displaced persons receiving legal assistance to support their integration",2015-01-01,2025-12-31,"",""
"1770","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of individuals trained on migration management",2015-01-01,2025-12-31,"",""
"1771","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of early warning systems on migration flows created",2015-01-01,2025-12-31,"",""
"1772","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of people benefitting from legal migration and mobility programmes",2015-01-01,2025-12-31,"",""
"1773","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of activities/events explicitly dedicated to raising awareness and sensitivity of general public regarding migration",2015-01-01,2025-12-31,"",""
"1774","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of Institutions and non-state actors benefitting from capacity building and operational support on security, border management, CVE, conflict prevention, protection of civilian populations and human rights",2015-01-01,2025-12-31,"",""
"1775","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of cross-border cooperation initiatives created / launched or supported",2015-01-01,2025-12-31,"",""
"1776","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of strategies, policies and plans developed and / or directly supported",2015-01-01,2025-12-31,"",""
"1777","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of refugees benefiting from an Out-of-Camp policy",2015-01-01,2025-12-31,"",""
"1778","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of national/regional/local networks and dialogues on migration related issues newly established or functionally enhanced",2015-01-01,2025-12-31,"",""
"1779","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of multi-stakeholders groups and learning mechanisms formed and regularly gathering",2015-01-01,2025-12-31,"",""
"1780","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of planning, monitoring, learning, data-collection and analysis tools set up, implemented and / or strengthened",2015-01-01,2025-12-31,"",""
"1781","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of field studies, surveys and other research conducted",2015-01-01,2025-12-31,"",""
"1782","T05-EUTF-SAH-CI-02","EUTF indicators - new","Number of social infrastructure built or rehabilitated",2015-01-01,2025-12-31,"",""
"1783","T05-EUTF-SAH-BF-11","EUTF indicators","Number of jobs created",2015-01-01,2025-12-31,"",""
"1784","T05-EUTF-SAH-BF-11","EUTF indicators","Number of projects by diaspora members",2015-01-01,2025-12-31,"",""
"1785","T05-EUTF-SAH-BF-11","EUTF indicators","Number of migrants in transit and forcibly displaced people protected or assisted",2015-01-01,2025-12-31,"",""
"1786","T05-EUTF-SAH-BF-11","EUTF indicators","Number of migrants, or potential migrants, reached out by information campaign on migration and risks linked to irregular migration",2015-01-01,2025-12-31,"",""
"1787","T05-EUTF-SAH-BF-11","EUTF indicators","Number of voluntary returns or humanitarian repatriation supported",2015-01-01,2025-12-31,"",""
"1788","T05-EUTF-SAH-BF-11","EUTF indicators","Number of returning migrants benefiting from reintegration assistance",2015-01-01,2025-12-31,"",""
"1789","T05-EUTF-SAH-BF-11","EUTF indicators","Number of Institutions (National and local) and Non-State actors directly supported through capacity building on migration management",2015-01-01,2025-12-31,"",""
"1790","T05-EUTF-SAH-BF-11","EUTF indicators","Number of border stations supported to strengthen border control",2015-01-01,2025-12-31,"",""
"1791","T05-EUTF-SAH-BF-11","EUTF indicators","Number of staff from governmental institutions, internal security forces and relevant non-state actors trained  on security, border management, CVE, conflict prevention, protection of civilian populations and human rights",2015-01-01,2025-12-31,"",""
"1792","T05-EUTF-SAH-BF-11","EUTF indicators","Number of people participating in conflict prevention and peace building activities",2015-01-01,2025-12-31,"",""
"1793","T05-EUTF-SAH-BF-11","EUTF indicators","Number of victims of trafficking, assisted or referred to assistance services",2015-01-01,2025-12-31,"",""
"1794","T05-EUTF-SAH-BF-11","EUTF indicators","Number of MSMEs created or supported",2015-01-01,2025-12-31,"",""
"1795","T05-EUTF-SAH-BF-11","EUTF indicators","Number of people assisted to develop economic income-generating activities",2015-01-01,2025-12-31,"",""
"1796","T05-EUTF-SAH-BF-11","EUTF indicators","Number of people benefiting from professional trainings (TVET) and/or skills development",2015-01-01,2025-12-31,"",""
"1797","T05-EUTF-SAH-BF-11","EUTF indicators","Number of local development plans directly supported",2015-01-01,2025-12-31,"",""
"1798","T05-EUTF-SAH-BF-11","EUTF indicators","Number of people receiving basic social services",2015-01-01,2025-12-31,"",""
"1799","T05-EUTF-SAH-BF-11","EUTF indicators","Number of people receiving nutrition assistance",2015-01-01,2025-12-31,"",""
"1800","T05-EUTF-SAH-BF-11","EUTF indicators","Number of people receiving food-security related assistance",2015-01-01,2025-12-31,"",""
"1801","T05-EUTF-SAH-BF-11","EUTF indicators","Number of local governments and/or communities that adopt and implement local disaster risk reduction strategies",2015-01-01,2025-12-31,"",""
"1802","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of job placements facilitated and/or supported",2015-01-01,2025-12-31,"",""
"1803","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of industrial parks and business infrastructure created, expanded or improved",2015-01-01,2025-12-31,"",""
"1804","T05-EUTF-SAH-BF-11","EUTF indicators - new","Financial volume of new funding instruments for scholarships or self-employment",2015-01-01,2025-12-31,"",""
"1805","T05-EUTF-SAH-BF-11","EUTF indicators - new","Financial volume granted to individual recipients",2015-01-01,2025-12-31,"",""
"1806","T05-EUTF-SAH-BF-11","EUTF indicators - new","Hectares of land benefitting from improved agricultural management",2015-01-01,2025-12-31,"",""
"1807","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of people reached by information campaigns on resilience-building practices and basic rights",2015-01-01,2025-12-31,"",""
"1808","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of staff from local authorities and basic service providers benefitting from capacity building for strengthening services delivery",2015-01-01,2025-12-31,"",""
"1809","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of people having improved access to basic services",2015-01-01,2025-12-31,"",""
"1810","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of refugees and forcibly displaced persons receiving legal assistance to support their integration",2015-01-01,2025-12-31,"",""
"1811","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of individuals trained on migration management",2015-01-01,2025-12-31,"",""
"1812","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of early warning systems on migration flows created",2015-01-01,2025-12-31,"",""
"1813","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of people benefitting from legal migration and mobility programmes",2015-01-01,2025-12-31,"",""
"1814","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of activities/events explicitly dedicated to raising awareness and sensitivity of general public regarding migration",2015-01-01,2025-12-31,"",""
"1815","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of Institutions and non-state actors benefitting from capacity building and operational support on security, border management, CVE, conflict prevention, protection of civilian populations and human rights",2015-01-01,2025-12-31,"",""
"1816","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of cross-border cooperation initiatives created / launched or supported",2015-01-01,2025-12-31,"",""
"1817","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of strategies, policies and plans developed and / or directly supported",2015-01-01,2025-12-31,"",""
"1818","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of refugees benefiting from an Out-of-Camp policy",2015-01-01,2025-12-31,"",""
"1819","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of national/regional/local networks and dialogues on migration related issues newly established or functionally enhanced",2015-01-01,2025-12-31,"",""
"1820","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of multi-stakeholders groups and learning mechanisms formed and regularly gathering",2015-01-01,2025-12-31,"",""
"1821","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of planning, monitoring, learning, data-collection and analysis tools set up, implemented and / or strengthened",2015-01-01,2025-12-31,"",""
"1822","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of field studies, surveys and other research conducted",2015-01-01,2025-12-31,"",""
"1823","T05-EUTF-SAH-BF-11","EUTF indicators - new","Number of social infrastructure built or rehabilitated",2015-01-01,2025-12-31,"",""
"1824","T05-EUTF-SAH-NE-16","EUTF indicators","Number of Institutions (National and local) and Non-State actors directly supported through capacity building on migration management",2015-01-01,2025-12-31,"",""
"1825","T05-EUTF-SAH-NE-16","EUTF indicators","Number of staff from governmental institutions, internal security forces and relevant non-state actors trained  on security, border management, CVE, conflict prevention, protection of civilian populations and human rights",2015-01-01,2025-12-31,"",""
"1826","T05-EUTF-SAH-NE-16","EUTF indicators","Number of people participating in conflict prevention and peace building activities",2015-01-01,2025-12-31,"",""
"1827","T05-EUTF-SAH-NE-16","EUTF indicators","Number of victims of trafficking, assisted or referred to assistance services",2015-01-01,2025-12-31,"",""
"1828","T05-EUTF-SAH-NE-16","EUTF indicators","Number of people benefiting from professional trainings (TVET) and/or skills development",2015-01-01,2025-12-31,"",""
"1829","T05-EUTF-SAH-NE-16","EUTF indicators","Number of local development plans directly supported",2015-01-01,2025-12-31,"",""
"1830","T05-EUTF-SAH-NE-16","EUTF indicators","Number of local governments and/or communities that adopt and implement local disaster risk reduction strategies",2015-01-01,2025-12-31,"",""
"1831","T05-EUTF-SAH-NE-16","EUTF indicators - new","Number of people reached by information campaigns on resilience-building practices and basic rights",2015-01-01,2025-12-31,"",""
"1832","T05-EUTF-SAH-NE-16","EUTF indicators - new","Number of staff from local authorities and basic service providers benefitting from capacity building for strengthening services delivery",2015-01-01,2025-12-31,"",""
"1833","T05-EUTF-SAH-NE-16","EUTF indicators - new","Number of individuals trained on migration management",2015-01-01,2025-12-31,"",""
"1834","T05-EUTF-SAH-NE-16","EUTF indicators - new","Number of early warning systems on migration flows created",2015-01-01,2025-12-31,"",""
"1835","T05-EUTF-SAH-NE-16","EUTF indicators - new","Number of activities/events explicitly dedicated to raising awareness and sensitivity of general public regarding migration",2015-01-01,2025-12-31,"",""
"1836","T05-EUTF-SAH-NE-16","EUTF indicators - new","Number of Institutions and non-state actors benefitting from capacity building and operational support on security, border management, CVE, conflict prevention, protection of civilian populations and human rights",2015-01-01,2025-12-31,"",""
"1837","T05-EUTF-SAH-NE-16","EUTF indicators - new","Number of cross-border cooperation initiatives created / launched or supported",2015-01-01,2025-12-31,"",""
"1838","T05-EUTF-SAH-NE-16","EUTF indicators - new","Number of strategies, policies and plans developed and / or directly supported",2015-01-01,2025-12-31,"",""
"1839","T05-EUTF-SAH-NE-16","EUTF indicators - new","Number of refugees benefiting from an Out-of-Camp policy",2015-01-01,2025-12-31,"",""
"1840","T05-EUTF-SAH-NE-16","EUTF indicators - new","Number of national/regional/local networks and dialogues on migration related issues newly established or functionally enhanced",2015-01-01,2025-12-31,"",""
"1841","T05-EUTF-SAH-NE-16","EUTF indicators - new","Number of multi-stakeholders groups and learning mechanisms formed and regularly gathering",2015-01-01,2025-12-31,"",""
"1842","T05-EUTF-SAH-NE-16","EUTF indicators - new","Number of planning, monitoring, learning, data-collection and analysis tools set up, implemented and / or strengthened",2015-01-01,2025-12-31,"",""
"1843","T05-EUTF-SAH-NE-16","EUTF indicators - new","Number of field studies, surveys and other research conducted",2015-01-01,2025-12-31,"",""
"1844","T05-EUTF-SAH-NE-16","EUTF indicators - new","Number of social infrastructure built or rehabilitated",2015-01-01,2025-12-31,"",""
"1845","T05-EUTF-SAH-NE-14","EUTF indicators","Number of jobs created",2015-01-01,2025-12-31,"",""
"1846","T05-EUTF-SAH-NE-14","EUTF indicators","Number of projects by diaspora members",2015-01-01,2025-12-31,"",""
"1847","T05-EUTF-SAH-NE-14","EUTF indicators","Number of migrants in transit and forcibly displaced people protected or assisted",2015-01-01,2025-12-31,"",""
"1848","T05-EUTF-SAH-NE-14","EUTF indicators","Number of migrants, or potential migrants, reached out by information campaign on migration and risks linked to irregular migration",2015-01-01,2025-12-31,"",""
"1849","T05-EUTF-SAH-NE-14","EUTF indicators","Number of voluntary returns or humanitarian repatriation supported",2015-01-01,2025-12-31,"",""
"1850","T05-EUTF-SAH-NE-14","EUTF indicators","Number of returning migrants benefiting from reintegration assistance",2015-01-01,2025-12-31,"",""
"1851","T05-EUTF-SAH-NE-14","EUTF indicators","Number of Institutions (National and local) and Non-State actors directly supported through capacity building on migration management",2015-01-01,2025-12-31,"",""
"1852","T05-EUTF-SAH-NE-14","EUTF indicators","Number of border stations supported to strengthen border control",2015-01-01,2025-12-31,"",""
"1853","T05-EUTF-SAH-NE-14","EUTF indicators","Number of staff from governmental institutions, internal security forces and relevant non-state actors trained  on security, border management, CVE, conflict prevention, protection of civilian populations and human rights",2015-01-01,2025-12-31,"",""
"1854","T05-EUTF-SAH-NE-14","EUTF indicators","Number of people participating in conflict prevention and peace building activities",2015-01-01,2025-12-31,"",""
"1855","T05-EUTF-SAH-NE-14","EUTF indicators","Number of victims of trafficking, assisted or referred to assistance services",2015-01-01,2025-12-31,"",""
"1856","T05-EUTF-SAH-NE-14","EUTF indicators","Number of MSMEs created or supported",2015-01-01,2025-12-31,"",""
"1857","T05-EUTF-SAH-NE-14","EUTF indicators","Number of people assisted to develop economic income-generating activities",2015-01-01,2025-12-31,"",""
"1858","T05-EUTF-SAH-NE-14","EUTF indicators","Number of people benefiting from professional trainings (TVET) and/or skills development",2015-01-01,2025-12-31,"",""
"1859","T05-EUTF-SAH-NE-14","EUTF indicators","Number of local development plans directly supported",2015-01-01,2025-12-31,"",""
"1860","T05-EUTF-SAH-NE-14","EUTF indicators","Number of people receiving basic social services",2015-01-01,2025-12-31,"",""
"1861","T05-EUTF-SAH-NE-14","EUTF indicators","Number of people receiving nutrition assistance",2015-01-01,2025-12-31,"",""
"1862","T05-EUTF-SAH-NE-14","EUTF indicators","Number of people receiving food-security related assistance",2015-01-01,2025-12-31,"",""
"1863","T05-EUTF-SAH-NE-14","EUTF indicators","Number of local governments and/or communities that adopt and implement local disaster risk reduction strategies",2015-01-01,2025-12-31,"",""
"1864","T05-EUTF-SAH-NE-14","EUTF indicators - new","Number of job placements facilitated and/or supported",2015-01-01,2025-12-31,"",""
"1865","T05-EUTF-SAH-NE-14","EUTF indicators - new","Number of industrial parks and business infrastructure created, expanded or improved",2015-01-01,2025-12-31,"",""
"1866","T05-EUTF-SAH-NE-14","EUTF indicators - new","Financial volume of new funding instruments for scholarships or self-employment",2015-01-01,2025-12-31,"",""
"1867","T05-EUTF-SAH-NE-14","EUTF indicators - new","Financial volume granted to individual recipients",2015-01-01,2025-12-31,"",""
"1868","T05-EUTF-SAH-NE-14","EUTF indicators - new","Hectares of land benefitting from improved agricultural management",2015-01-01,2025-12-31,"",""
"1869","T05-EUTF-SAH-NE-14","EUTF indicators - new","Number of people reached by information campaigns on resilience-building practices and basic rights",2015-01-01,2025-12-31,"",""
"1870","T05-EUTF-SAH-NE-14","EUTF indicators - new","Number of staff from local authorities and basic service providers benefitting from capacity building for strengthening services delivery",2015-01-01,2025-12-31,"",""
"1871","T05-EUTF-SAH-NE-14","EUTF indicators - new","Number of people having improved access to basic services",2015-01-01,2025-12-31,"",""
"1872","T05-EUTF-SAH-NE-14","EUTF indicators - new","Number of refugees and forcibly displaced persons receiving legal assistance to support their integration",2015-01-01,2025-12-31,"",""
"1873","T05-EUTF-SAH-NE-14","EUTF indicators - new","Number of individuals trained on migration management",2015-01-01,2025-12-31,"",""
"1874","T05-EUTF-SAH-NE-14","EUTF indicators - new","Number of early warning systems on migration flows created",2015-01-01,2025-12-31,"",""
"1875","T05-EUTF-SAH-NE-14","EUTF indicators - new","Number of people benefitting from legal migration and mobility programmes",2015-01-01,2025-12-31,"",""
